N1442	N4528	0	2	2	0.00%
N1442	N8513	0	2	2	0.00%
N1442	N3945	0	2	3	0.00%
N1442	N307	0	2	5	0.00%
N1442	N6337	0	2	5	0.00%
N1442	N7915	0	2	5	0.00%
N1442	N8439	0	2	7	0.00%
N1442	N304	0	2	8	0.00%
N1442	N1015	0	2	11	0.00%
N1442	N6660	0	2	11	0.00%
N1442	N4276	0	2	13	0.00%
N1442	N4289	0	2	13	0.00%
N1442	N6383	0	2	13	0.00%
N1442	N6731	0	2	15	0.00%
N1442	N3146	0	2	16	0.00%
N1442	N2370	0	2	17	0.00%
N1442	N3900	0	2	17	0.00%
N1442	N8460	0	2	17	0.00%
N1442	N8390	0	2	19	0.00%
N1442	N1101	0	2	20	0.00%
N1442	N2368	0	2	20	0.00%
N1442	N2469	0	2	21	0.00%
N1442	N4498	0	2	23	0.00%
N1442	N1069	0	2	24	0.00%
N1442	N2683	0	2	24	0.00%
N1442	N8484	0	2	25	0.00%
N1442	N1172	0	2	26	0.00%
N1442	N6872	0	2	26	0.00%
N1442	N5975	0	2	27	0.00%
N1442	N2129	0	2	30	0.00%
N1442	N1287	0	2	32	0.00%
N1442	N6788	0	2	32	0.00%
N1442	N6415	0	2	33	0.00%
N1442	N1591	0	2	35	0.00%
N1442	N2472	0	2	35	0.00%
N1442	N6575	0	2	36	0.00%
N1442	N1366	0	2	37	0.00%
N1442	N6419	0	2	37	0.00%
N1442	N6839	0	2	40	0.00%
N1442	N4681	0	2	41	0.00%
N1442	N6874	0	2	42	0.00%
N1442	N4434	0	2	43	0.00%
N1442	N5693	0	2	43	0.00%
N1442	N1784	0	2	47	0.00%
N1442	N6831	0	2	49	0.00%
N1442	N7295	0	2	49	0.00%
N1442	N1592	0	2	50	0.00%
N1442	N6274	0	2	50	0.00%
N1442	N7290	0	2	50	0.00%
N1442	N305	0	2	51	0.00%
N1442	N7101	0	2	51	0.00%
N1442	N6279	0	2	55	0.00%
N1442	N1752	0	2	56	0.00%
N1442	N4012	0	2	57	0.00%
N1442	N1839	0	2	58	0.00%
N1442	N4596	0	2	63	0.00%
N1442	N8391	0	2	64	0.00%
N1442	N2110	0	2	66	0.00%
N1442	N1027	0	2	76	0.00%
N1442	N7289	0	2	81	0.00%
N1442	N7074	0	2	82	0.00%
N1442	N908	0	2	89	0.00%
N1442	N6914	0	2	93	0.00%
N1442	N1944	0	2	96	0.00%
N1442	N6492	0	2	109	0.00%
N1442	N2707	0	2	110	0.00%
N1442	N1020	0	2	115	0.00%
N1442	N1710	0	2	123	0.00%
N1442	N176	0	2	124	0.00%
N1442	N6283	0	2	127	0.00%
N1442	N4736	0	2	128	0.00%
N1442	N8289	0	2	131	0.00%
N1442	N6892	0	2	134	0.00%
N1442	N1611	0	2	141	0.00%
N1442	N6856	0	2	143	0.00%
N1442	N1492	0	2	144	0.00%
N1442	N1613	0	2	153	0.00%
N1442	N6915	0	2	155	0.00%
N1442	N1802	0	2	157	0.00%
N1442	N8559	0	2	173	0.00%
N1442	N1024	0	2	181	0.00%
N1442	N8490	0	2	185	0.00%
N1442	N7355	0	2	190	0.00%
N1442	N8461	0	2	190	0.00%
N1442	N8116	0	2	191	0.00%
N1442	N2259	0	2	199	0.00%
N1442	N4529	0	2	199	0.00%
N1442	N8525	0	2	199	0.00%
N1442	N254	0	2	200	0.00%
N1442	N7199	0	2	202	0.00%
N1442	N2639	0	2	205	0.00%
N1442	N1022	0	2	208	0.00%
N1442	N1593	0	2	228	0.00%
N1442	N6891	0	2	230	0.00%
N1442	N6414	0	2	235	0.00%
N1442	N3408	0	2	245	0.00%
N1442	N6835	0	2	250	0.00%
N1442	N2995	0	2	283	0.00%
N1442	N7292	0	2	284	0.00%
N1442	N2128	0	2	296	0.00%
N1442	N6973	0	2	307	0.00%
N1442	N8360	0	2	313	0.00%
N1442	N7067	0	2	319	0.00%
N1442	N219	0	2	363	0.00%
N1442	N4919	0	2	382	0.00%
N1442	N7188	0	2	386	0.00%
N1442	N532	0	2	388	0.00%
N1442	N6933	0	2	401	0.00%
N1442	N7147	0	2	406	0.00%
N1442	N6931	0	2	409	0.00%
N1442	N1595	0	2	411	0.00%
N1442	N1204	0	2	458	0.00%
N1442	N7291	0	2	486	0.00%
N1442	N736	0	2	529	0.00%
N1442	N6661	0	2	554	0.00%
N1442	N6662	0	2	557	0.00%
N1442	N6663	0	2	557	0.00%
N1442	N1026	0	2	599	0.00%
N1442	N7231	0	2	679	0.00%
N1442	N858	0	2	708	0.00%
N1442	N930	0	2	718	0.00%
N1442	N7683	0	2	733	0.00%
N1442	N7178	0	2	758	0.00%
N1442	N989	0	2	782	0.00%
N1442	N6540	0	2	795	0.00%
N1442	N817	0	2	802	0.00%
N1442	N5296	0	2	808	0.00%
N1442	N450	0	2	840	0.00%
N1442	N322	0	2	867	0.00%
N1442	N7525	0	2	890	0.00%
N1442	N843	0	2	903	0.00%
N1442	N1189	0	2	950	0.00%
N1442	N5375	0	2	953	0.00%
N1442	N5374	0	2	961	0.00%
N1442	N3009	0	2	988	0.00%
N1442	N6713	0	2	988	0.00%
N1442	N7023	0	2	1004	0.00%
N1442	N915	0	2	1005	0.00%
N1442	N3532	0	2	1065	0.00%
N1442	N6404	0	2	1463	0.00%
